Designator,Mid X,Mid Y,Rotation,Layer
BZ1,96.11,-91.1,0.0,top
C1,111.93,-74.53,180.0,top
D1,83.975,-74.8,0.0,top
J1,119.94,-94.54,90.0,top
J2,124.9275,-83.75,90.0,top
Q1,114.47,-86.51,270.0,top
R1,115.0,-81.57,180.0,top
R2,107.35999951710706,-75.94999951710706,315.0,top
